site_code,annualrain,collection_period,lowest_taxon,L_mu_spe,L_me_spe,L_sd_spe,L_n_spe,family,L_mu_fam,L_me_fam,L_sd_fam,L_n_fam,L_mu_com,L_me_com,L_sd_com,L_n_com,year,month,day,nday,qtr,year_week,year_month,ammonia,bluegreen_cyano,canopy,conductivity,d_oxygen,depth_mx,diatoms,doc,gravel,green_algae,ln_q_CDC,ln_q_FS,ln_q_HFPP15,ln_q_HFPP7,ln_q_WCDC,ln_q_max,ln_q_med,ln_q_min,ln_q_mu,ln_q_q25,ln_q_q75,ln_q_rsd,ln_q_sd,ln_rain,nitrate,ph,phosphate,q_DS,q_HFPP3,q_LFPP,sand,silt,temperature,turbidity,width
GC,84.25101449,2018-05-01,L. cyanellus,64.33333333333333,60,7.505553499465135,3,Centrarchidae,64.6938775510204,63,21.92240490308246,49,63.120253164556964,44.5,70.89755393577148,158,2018,5,1,121,2,2018 W18,2018 May,0.0875,0.115,0.91216216225,638.5,65.625,0.225,0.5475,6.9009210526315785,0.225,0.2125,-1.333590297629322,-0.05812774161784757,-1.2528071273790384,-0.8714320313902877,-2.0620889358750776,3.302635039305321,2.4877909237678564,0.3477247602715854,2.5581945643578257,2.0154315808296617,2.8734534045798408,-0.5722530928664689,1.9155378309013875,10.501379748331251,0.58575,8.1625,0.075,0.6235294117647059,0.5773204981012099,0.26088492448997613,0.5375,0.2375,24.65,6.6,5.075
GC,84.25101449,2018-05-01,L. gulosus,76.16666666666667,79,11.034793458269469,6,Centrarchidae,64.6938775510204,63,21.92240490308246,49,63.120253164556964,44.5,70.89755393577148,158,2018,5,1,121,2,2018 W18,2018 May,0.0875,0.115,0.91216216225,638.5,65.625,0.225,0.5475,6.9009210526315785,0.225,0.2125,-1.333590297629322,-0.05812774161784757,-1.2528071273790384,-0.8714320313902877,-2.0620889358750776,3.302635039305321,2.4877909237678564,0.3477247602715854,2.5581945643578257,2.0154315808296617,2.8734534045798408,-0.5722530928664689,1.9155378309013875,10.501379748331251,0.58575,8.1625,0.075,0.6235294117647059,0.5773204981012099,0.26088492448997613,0.5375,0.2375,24.65,6.6,5.075
GC,84.25101449,2018-05-01,L. macrochirus,69.9,69,6.5903970543005475,10,Centrarchidae,64.6938775510204,63,21.92240490308246,49,63.120253164556964,44.5,70.89755393577148,158,2018,5,1,121,2,2018 W18,2018 May,0.0875,0.115,0.91216216225,638.5,65.625,0.225,0.5475,6.9009210526315785,0.225,0.2125,-1.333590297629322,-0.05812774161784757,-1.2528071273790384,-0.8714320313902877,-2.0620889358750776,3.302635039305321,2.4877909237678564,0.3477247602715854,2.5581945643578257,2.0154315808296617,2.8734534045798408,-0.5722530928664689,1.9155378309013875,10.501379748331251,0.58575,8.1625,0.075,0.6235294117647059,0.5773204981012099,0.26088492448997613,0.5375,0.2375,24.65,6.6,5.075
GC,84.25101449,2018-05-01,L. megalotis,56.035714285714285,54,20.40966028145086,28,Centrarchidae,64.6938775510204,63,21.92240490308246,49,63.120253164556964,44.5,70.89755393577148,158,2018,5,1,121,2,2018 W18,2018 May,0.0875,0.115,0.91216216225,638.5,65.625,0.225,0.5475,6.9009210526315785,0.225,0.2125,-1.333590297629322,-0.05812774161784757,-1.2528071273790384,-0.8714320313902877,-2.0620889358750776,3.302635039305321,2.4877909237678564,0.3477247602715854,2.5581945643578257,2.0154315808296617,2.8734534045798408,-0.5722530928664689,1.9155378309013875,10.501379748331251,0.58575,8.1625,0.075,0.6235294117647059,0.5773204981012099,0.26088492448997613,0.5375,0.2375,24.65,6.6,5.075
GC,84.25101449,2018-05-01,L. miniatus,126,126,5.656854249492381,2,Centrarchidae,64.6938775510204,63,21.92240490308246,49,63.120253164556964,44.5,70.89755393577148,158,2018,5,1,121,2,2018 W18,2018 May,0.0875,0.115,0.91216216225,638.5,65.625,0.225,0.5475,6.9009210526315785,0.225,0.2125,-1.333590297629322,-0.05812774161784757,-1.2528071273790384,-0.8714320313902877,-2.0620889358750776,3.302635039305321,2.4877909237678564,0.3477247602715854,2.5581945643578257,2.0154315808296617,2.8734534045798408,-0.5722530928664689,1.9155378309013875,10.501379748331251,0.58575,8.1625,0.075,0.6235294117647059,0.5773204981012099,0.26088492448997613,0.5375,0.2375,24.65,6.6,5.075
GC,84.25101449,2018-05-01,L. oculatus,403,375,57.3410847473258,6,Lepisosteidae,403,375,57.3410847473258,6,63.120253164556964,44.5,70.89755393577148,158,2018,5,1,121,2,2018 W18,2018 May,0.0875,0.115,0.91216216225,638.5,65.625,0.225,0.5475,6.9009210526315785,0.225,0.2125,-1.333590297629322,-0.05812774161784757,-1.2528071273790384,-0.8714320313902877,-2.0620889358750776,3.302635039305321,2.4877909237678564,0.3477247602715854,2.5581945643578257,2.0154315808296617,2.8734534045798408,-0.5722530928664689,1.9155378309013875,10.501379748331251,0.58575,8.1625,0.075,0.6235294117647059,0.5773204981012099,0.26088492448997613,0.5375,0.2375,24.65,6.6,5.075
GC,84.25101449,2018-05-01,N. texanus,54.42857142857143,55,2.1491969707422394,7,Leuciscidae,54.42857142857143,55,2.1491969707422394,7,63.120253164556964,44.5,70.89755393577148,158,2018,5,1,121,2,2018 W18,2018 May,0.0875,0.115,0.91216216225,638.5,65.625,0.225,0.5475,6.9009210526315785,0.225,0.2125,-1.333590297629322,-0.05812774161784757,-1.2528071273790384,-0.8714320313902877,-2.0620889358750776,3.302635039305321,2.4877909237678564,0.3477247602715854,2.5581945643578257,2.0154315808296617,2.8734534045798408,-0.5722530928664689,1.9155378309013875,10.501379748331251,0.58575,8.1625,0.075,0.6235294117647059,0.5773204981012099,0.26088492448997613,0.5375,0.2375,24.65,6.6,5.075
GC,84.25101449,2018-06-01,G. affinis,25.894736842105264,26,7.9836534120984535,57,Poeciliidae,25.894736842105264,26,7.9836534120984535,57,42.275862068965516,30,42.209742581726225,116,2018,6,1,152,2,2018 W22,2018 Jun,0.005,0.585,0.70270270275,325.25,6.75,0.1125,1.19125,9.112631578947369,0,0.69125,-1.642227735257091,-1.1314021114911008,-0.2660449679557435,-0.233284883361992,-0.949080554697146,0.3477247602715854,-1.261713152162515,-1.261713152162515,-0.9821282899433534,-1.261713152162515,-1.261713152162515,0.01273954265049222,-1.2489736095120223,10.021300394071538,0.03925,8.225,0.945,0,0.813388677912214,0,1,0,26.45,21.5,4.466666666666667
GC,84.25101449,2018-06-01,L. auritus,80.625,81.5,26.370641142864052,8,Centrarchidae,70.77142857142857,73,29.731233046871683,35,42.275862068965516,30,42.209742581726225,116,2018,6,1,152,2,2018 W22,2018 Jun,0.005,0.585,0.70270270275,325.25,6.75,0.1125,1.19125,9.112631578947369,0,0.69125,-1.642227735257091,-1.1314021114911008,-0.2660449679557435,-0.233284883361992,-0.949080554697146,0.3477247602715854,-1.261713152162515,-1.261713152162515,-0.9821282899433534,-1.261713152162515,-1.261713152162515,0.01273954265049222,-1.2489736095120223,10.021300394071538,0.03925,8.225,0.945,0,0.813388677912214,0,1,0,26.45,21.5,4.466666666666667
GC,84.25101449,2018-06-01,L. cyanellus,84.5,84.5,3.5355339059327378,2,Centrarchidae,70.77142857142857,73,29.731233046871683,35,42.275862068965516,30,42.209742581726225,116,2018,6,1,152,2,2018 W22,2018 Jun,0.005,0.585,0.70270270275,325.25,6.75,0.1125,1.19125,9.112631578947369,0,0.69125,-1.642227735257091,-1.1314021114911008,-0.2660449679557435,-0.233284883361992,-0.949080554697146,0.3477247602715854,-1.261713152162515,-1.261713152162515,-0.9821282899433534,-1.261713152162515,-1.261713152162515,0.01273954265049222,-1.2489736095120223,10.021300394071538,0.03925,8.225,0.945,0,0.813388677912214,0,1,0,26.45,21.5,4.466666666666667
GC,84.25101449,2018-06-01,L. macrochirus,75,75,28.01071223657121,11,Centrarchidae,70.77142857142857,73,29.731233046871683,35,42.275862068965516,30,42.209742581726225,116,2018,6,1,152,2,2018 W22,2018 Jun,0.005,0.585,0.70270270275,325.25,6.75,0.1125,1.19125,9.112631578947369,0,0.69125,-1.642227735257091,-1.1314021114911008,-0.2660449679557435,-0.233284883361992,-0.949080554697146,0.3477247602715854,-1.261713152162515,-1.261713152162515,-0.9821282899433534,-1.261713152162515,-1.261713152162515,0.01273954265049222,-1.2489736095120223,10.021300394071538,0.03925,8.225,0.945,0,0.813388677912214,0,1,0,26.45,21.5,4.466666666666667
GC,84.25101449,2018-06-01,L. megalotis,70.44444444444444,62,26.25410020887743,9,Centrarchidae,70.77142857142857,73,29.731233046871683,35,42.275862068965516,30,42.209742581726225,116,2018,6,1,152,2,2018 W22,2018 Jun,0.005,0.585,0.70270270275,325.25,6.75,0.1125,1.19125,9.112631578947369,0,0.69125,-1.642227735257091,-1.1314021114911008,-0.2660449679557435,-0.233284883361992,-0.949080554697146,0.3477247602715854,-1.261713152162515,-1.261713152162515,-0.9821282899433534,-1.261713152162515,-1.261713152162515,0.01273954265049222,-1.2489736095120223,10.021300394071538,0.03925,8.225,0.945,0,0.813388677912214,0,1,0,26.45,21.5,4.466666666666667
GC,84.25101449,2018-06-01,L. microlophus,53,53,73.53910524340094,2,Centrarchidae,70.77142857142857,73,29.731233046871683,35,42.275862068965516,30,42.209742581726225,116,2018,6,1,152,2,2018 W22,2018 Jun,0.005,0.585,0.70270270275,325.25,6.75,0.1125,1.19125,9.112631578947369,0,0.69125,-1.642227735257091,-1.1314021114911008,-0.2660449679557435,-0.233284883361992,-0.949080554697146,0.3477247602715854,-1.261713152162515,-1.261713152162515,-0.9821282899433534,-1.261713152162515,-1.261713152162515,0.01273954265049222,-1.2489736095120223,10.021300394071538,0.03925,8.225,0.945,0,0.813388677912214,0,1,0,26.45,21.5,4.466666666666667
GC,84.25101449,2018-06-01,L. oculatus,213.5,213.5,241.1234123846127,2,Lepisosteidae,213.5,213.5,241.1234123846127,2,42.275862068965516,30,42.209742581726225,116,2018,6,1,152,2,2018 W22,2018 Jun,0.005,0.585,0.70270270275,325.25,6.75,0.1125,1.19125,9.112631578947369,0,0.69125,-1.642227735257091,-1.1314021114911008,-0.2660449679557435,-0.233284883361992,-0.949080554697146,0.3477247602715854,-1.261713152162515,-1.261713152162515,-0.9821282899433534,-1.261713152162515,-1.261713152162515,0.01273954265049222,-1.2489736095120223,10.021300394071538,0.03925,8.225,0.945,0,0.813388677912214,0,1,0,26.45,21.5,4.466666666666667
GC,84.25101449,2018-06-01,M. salmoides,32.666666666666664,36,5.773502691896258,3,Centrarchidae,70.77142857142857,73,29.731233046871683,35,42.275862068965516,30,42.209742581726225,116,2018,6,1,152,2,2018 W22,2018 Jun,0.005,0.585,0.70270270275,325.25,6.75,0.1125,1.19125,9.112631578947369,0,0.69125,-1.642227735257091,-1.1314021114911008,-0.2660449679557435,-0.233284883361992,-0.949080554697146,0.3477247602715854,-1.261713152162515,-1.261713152162515,-0.9821282899433534,-1.261713152162515,-1.261713152162515,0.01273954265049222,-1.2489736095120223,10.021300394071538,0.03925,8.225,0.945,0,0.813388677912214,0,1,0,26.45,21.5,4.466666666666667
GC,84.25101449,2018-06-01,N. gyrinus,23.818181818181817,22,12.500043289968328,22,Ictaluridae,23.818181818181817,22,12.500043289968328,22,42.275862068965516,30,42.209742581726225,116,2018,6,1,152,2,2018 W22,2018 Jun,0.005,0.585,0.70270270275,325.25,6.75,0.1125,1.19125,9.112631578947369,0,0.69125,-1.642227735257091,-1.1314021114911008,-0.2660449679557435,-0.233284883361992,-0.949080554697146,0.3477247602715854,-1.261713152162515,-1.261713152162515,-0.9821282899433534,-1.261713152162515,-1.261713152162515,0.01273954265049222,-1.2489736095120223,10.021300394071538,0.03925,8.225,0.945,0,0.813388677912214,0,1,0,26.45,21.5,4.466666666666667
GC,84.25101449,2018-07-01,G. affinis,32.5,32.5,6.363961030678928,2,Poeciliidae,32.5,32.5,6.363961030678928,2,64.5,59,24.83836638034886,10,2018,7,1,182,3,2018 W26,2018 Jul,0.1025,0.165,0.8986486487500001,485.9,50.75,0.39,0.175,10.983636363636363,0.1,0.0025,8.699786933386669,10.307651814911244,-0.2660449679557435,-0.233284883361992,19.55992312446192,10.146962291433914,-1.261713152162515,-1.261713152162515,7.290995177287337,-1.261713152162515,5.172432001979775,9.758476001029448,8.496762848866933,12.293806237271358,0.1875,7.91,0.1275,0,0.813388677912214,0,0.875,0.025,26.425,3.975,6.375
GC,84.25101449,2018-07-01,L. macrochirus,70.75,72.5,16.700798384109266,4,Centrarchidae,72.5,64.5,20.53568322979018,8,64.5,59,24.83836638034886,10,2018,7,1,182,3,2018 W26,2018 Jul,0.1025,0.165,0.8986486487500001,485.9,50.75,0.39,0.175,10.983636363636363,0.1,0.0025,8.699786933386669,10.307651814911244,-0.2660449679557435,-0.233284883361992,19.55992312446192,10.146962291433914,-1.261713152162515,-1.261713152162515,7.290995177287337,-1.261713152162515,5.172432001979775,9.758476001029448,8.496762848866933,12.293806237271358,0.1875,7.91,0.1275,0,0.813388677912214,0,0.875,0.025,26.425,3.975,6.375
GC,84.25101449,2018-07-01,L. megalotis,74.25,63.5,26.399179280172074,4,Centrarchidae,72.5,64.5,20.53568322979018,8,64.5,59,24.83836638034886,10,2018,7,1,182,3,2018 W26,2018 Jul,0.1025,0.165,0.8986486487500001,485.9,50.75,0.39,0.175,10.983636363636363,0.1,0.0025,8.699786933386669,10.307651814911244,-0.2660449679557435,-0.233284883361992,19.55992312446192,10.146962291433914,-1.261713152162515,-1.261713152162515,7.290995177287337,-1.261713152162515,5.172432001979775,9.758476001029448,8.496762848866933,12.293806237271358,0.1875,7.91,0.1275,0,0.813388677912214,0,0.875,0.025,26.425,3.975,6.375
GC,84.25101449,2018-08-01,G. affinis,32.36538461538461,32,5.4016295513441825,52,Poeciliidae,32.36538461538461,32,5.4016295513441825,52,48.46979865771812,41,23.69700546909737,149,2018,8,1,213,3,2018 W31,2018 Aug,0.14,0.33666666666666667,0,437.3333333333333,58,0.09333333333333334,0.23,10.972777777777777,0,0.03666666666666667,1.428848725188882,3.4557250232385224,-1.1174227385479696,-0.7332408348910787,4.535566861030229,6.318986600062048,2.2040227506372116,-1.261713152162515,4.097608270848892,-1.261713152162515,3.784932579456774,2.6298733260566256,4.833896076693837,11.046805251738418,0.0725,7.753333333333333,0.0425,0.96875,0.6150313521151638,0,1,0,27.4,4.725,1.2433333333333334
GC,84.25101449,2018-08-01,L. cyanellus,53,57,21.118712081942874,5,Centrarchidae,60.05714285714286,57,27.493285459210124,70,48.46979865771812,41,23.69700546909737,149,2018,8,1,213,3,2018 W31,2018 Aug,0.14,0.33666666666666667,0,437.3333333333333,58,0.09333333333333334,0.23,10.972777777777777,0,0.03666666666666667,1.428848725188882,3.4557250232385224,-1.1174227385479696,-0.7332408348910787,4.535566861030229,6.318986600062048,2.2040227506372116,-1.261713152162515,4.097608270848892,-1.261713152162515,3.784932579456774,2.6298733260566256,4.833896076693837,11.046805251738418,0.0725,7.753333333333333,0.0425,0.96875,0.6150313521151638,0,1,0,27.4,4.725,1.2433333333333334
GC,84.25101449,2018-08-01,L. gulosus,47,47,18.475208614068023,4,Centrarchidae,60.05714285714286,57,27.493285459210124,70,48.46979865771812,41,23.69700546909737,149,2018,8,1,213,3,2018 W31,2018 Aug,0.14,0.33666666666666667,0,437.3333333333333,58,0.09333333333333334,0.23,10.972777777777777,0,0.03666666666666667,1.428848725188882,3.4557250232385224,-1.1174227385479696,-0.7332408348910787,4.535566861030229,6.318986600062048,2.2040227506372116,-1.261713152162515,4.097608270848892,-1.261713152162515,3.784932579456774,2.6298733260566256,4.833896076693837,11.046805251738418,0.0725,7.753333333333333,0.0425,0.96875,0.6150313521151638,0,1,0,27.4,4.725,1.2433333333333334
GC,84.25101449,2018-08-01,L. humilis,56.333333333333336,44.5,27.45685320423278,12,Centrarchidae,60.05714285714286,57,27.493285459210124,70,48.46979865771812,41,23.69700546909737,149,2018,8,1,213,3,2018 W31,2018 Aug,0.14,0.33666666666666667,0,437.3333333333333,58,0.09333333333333334,0.23,10.972777777777777,0,0.03666666666666667,1.428848725188882,3.4557250232385224,-1.1174227385479696,-0.7332408348910787,4.535566861030229,6.318986600062048,2.2040227506372116,-1.261713152162515,4.097608270848892,-1.261713152162515,3.784932579456774,2.6298733260566256,4.833896076693837,11.046805251738418,0.0725,7.753333333333333,0.0425,0.96875,0.6150313521151638,0,1,0,27.4,4.725,1.2433333333333334
GC,84.25101449,2018-08-01,L. macrochirus,75.57142857142857,93,23.049635881846687,7,Centrarchidae,60.05714285714286,57,27.493285459210124,70,48.46979865771812,41,23.69700546909737,149,2018,8,1,213,3,2018 W31,2018 Aug,0.14,0.33666666666666667,0,437.3333333333333,58,0.09333333333333334,0.23,10.972777777777777,0,0.03666666666666667,1.428848725188882,3.4557250232385224,-1.1174227385479696,-0.7332408348910787,4.535566861030229,6.318986600062048,2.2040227506372116,-1.261713152162515,4.097608270848892,-1.261713152162515,3.784932579456774,2.6298733260566256,4.833896076693837,11.046805251738418,0.0725,7.753333333333333,0.0425,0.96875,0.6150313521151638,0,1,0,27.4,4.725,1.2433333333333334
GC,84.25101449,2018-08-01,L. megalotis,52.833333333333336,48.5,17.839055021440206,24,Centrarchidae,60.05714285714286,57,27.493285459210124,70,48.46979865771812,41,23.69700546909737,149,2018,8,1,213,3,2018 W31,2018 Aug,0.14,0.33666666666666667,0,437.3333333333333,58,0.09333333333333334,0.23,10.972777777777777,0,0.03666666666666667,1.428848725188882,3.4557250232385224,-1.1174227385479696,-0.7332408348910787,4.535566861030229,6.318986600062048,2.2040227506372116,-1.261713152162515,4.097608270848892,-1.261713152162515,3.784932579456774,2.6298733260566256,4.833896076693837,11.046805251738418,0.0725,7.753333333333333,0.0425,0.96875,0.6150313521151638,0,1,0,27.4,4.725,1.2433333333333334
GC,84.25101449,2018-08-01,L. microlophus,92.42857142857143,95,53.397431719940556,7,Centrarchidae,60.05714285714286,57,27.493285459210124,70,48.46979865771812,41,23.69700546909737,149,2018,8,1,213,3,2018 W31,2018 Aug,0.14,0.33666666666666667,0,437.3333333333333,58,0.09333333333333334,0.23,10.972777777777777,0,0.03666666666666667,1.428848725188882,3.4557250232385224,-1.1174227385479696,-0.7332408348910787,4.535566861030229,6.318986600062048,2.2040227506372116,-1.261713152162515,4.097608270848892,-1.261713152162515,3.784932579456774,2.6298733260566256,4.833896076693837,11.046805251738418,0.0725,7.753333333333333,0.0425,0.96875,0.6150313521151638,0,1,0,27.4,4.725,1.2433333333333334
GC,84.25101449,2018-08-01,L. miniatus,52,52,38.18376618407357,2,Centrarchidae,60.05714285714286,57,27.493285459210124,70,48.46979865771812,41,23.69700546909737,149,2018,8,1,213,3,2018 W31,2018 Aug,0.14,0.33666666666666667,0,437.3333333333333,58,0.09333333333333334,0.23,10.972777777777777,0,0.03666666666666667,1.428848725188882,3.4557250232385224,-1.1174227385479696,-0.7332408348910787,4.535566861030229,6.318986600062048,2.2040227506372116,-1.261713152162515,4.097608270848892,-1.261713152162515,3.784932579456774,2.6298733260566256,4.833896076693837,11.046805251738418,0.0725,7.753333333333333,0.0425,0.96875,0.6150313521151638,0,1,0,27.4,4.725,1.2433333333333334
GC,84.25101449,2018-08-01,M. salmoides,58.55555555555556,58,7.60116950066092,9,Centrarchidae,60.05714285714286,57,27.493285459210124,70,48.46979865771812,41,23.69700546909737,149,2018,8,1,213,3,2018 W31,2018 Aug,0.14,0.33666666666666667,0,437.3333333333333,58,0.09333333333333334,0.23,10.972777777777777,0,0.03666666666666667,1.428848725188882,3.4557250232385224,-1.1174227385479696,-0.7332408348910787,4.535566861030229,6.318986600062048,2.2040227506372116,-1.261713152162515,4.097608270848892,-1.261713152162515,3.784932579456774,2.6298733260566256,4.833896076693837,11.046805251738418,0.0725,7.753333333333333,0.0425,0.96875,0.6150313521151638,0,1,0,27.4,4.725,1.2433333333333334
GC,84.25101449,2018-08-01,N. gyrinus,60.083333333333336,58.5,16.860164634876835,12,Ictaluridae,60.083333333333336,58.5,16.860164634876835,12,48.46979865771812,41,23.69700546909737,149,2018,8,1,213,3,2018 W31,2018 Aug,0.14,0.33666666666666667,0,437.3333333333333,58,0.09333333333333334,0.23,10.972777777777777,0,0.03666666666666667,1.428848725188882,3.4557250232385224,-1.1174227385479696,-0.7332408348910787,4.535566861030229,6.318986600062048,2.2040227506372116,-1.261713152162515,4.097608270848892,-1.261713152162515,3.784932579456774,2.6298733260566256,4.833896076693837,11.046805251738418,0.0725,7.753333333333333,0.0425,0.96875,0.6150313521151638,0,1,0,27.4,4.725,1.2433333333333334
GC,84.25101449,2018-08-01,N. texanus,40.93333333333333,40,8.379112352124407,15,Leuciscidae,40.93333333333333,40,8.379112352124407,15,48.46979865771812,41,23.69700546909737,149,2018,8,1,213,3,2018 W31,2018 Aug,0.14,0.33666666666666667,0,437.3333333333333,58,0.09333333333333334,0.23,10.972777777777777,0,0.03666666666666667,1.428848725188882,3.4557250232385224,-1.1174227385479696,-0.7332408348910787,4.535566861030229,6.318986600062048,2.2040227506372116,-1.261713152162515,4.097608270848892,-1.261713152162515,3.784932579456774,2.6298733260566256,4.833896076693837,11.046805251738418,0.0725,7.753333333333333,0.0425,0.96875,0.6150313521151638,0,1,0,27.4,4.725,1.2433333333333334
GC,84.25101449,2018-11-01,E. gracile,27,27,35.35533905932738,2,Pecidae,27,27,35.35533905932738,2,40.51219512195122,38,15.075963853948103,123,2018,11,1,305,4,2018 W44,2018 Nov,0.13,0.2507467532467533,0.5225035100281239,465.86282467532465,54.21412337662337,0.36289285714285713,0.41650162337662333,10.813191489361703,0.0647058823529412,0.25716720779220775,0.7956098437597424,2.2275205574385444,-4.514309768709003,-3.809138395182256,2.850826383741303,10.45006317155288,7.603316034525251,5.037236094693427,8.55679438984641,7.157867210386722,8.511096076731498,1.408149305600529,9.01146534012578,12.287844353377391,0,7.822520161290324,0.0075,0.8706497175141242,0.04203832906473549,0.897553651859048,0.8592436974789918,0.07605042016806725,23.185389610389606,21.5,5.849537987012987
GC,84.25101449,2018-11-01,F. chrysotus,41.5,41.5,10.606601717798213,2,Fundulidae,41.5,41.5,10.606601717798213,2,40.51219512195122,38,15.075963853948103,123,2018,11,1,305,4,2018 W44,2018 Nov,0.13,0.2507467532467533,0.5225035100281239,465.86282467532465,54.21412337662337,0.36289285714285713,0.41650162337662333,10.813191489361703,0.0647058823529412,0.25716720779220775,0.7956098437597424,2.2275205574385444,-4.514309768709003,-3.809138395182256,2.850826383741303,10.45006317155288,7.603316034525251,5.037236094693427,8.55679438984641,7.157867210386722,8.511096076731498,1.408149305600529,9.01146534012578,12.287844353377391,0,7.822520161290324,0.0075,0.8706497175141242,0.04203832906473549,0.897553651859048,0.8592436974789918,0.07605042016806725,23.185389610389606,21.5,5.849537987012987
GC,84.25101449,2018-11-01,G. affinis,34.285714285714285,32,8.85693954768014,35,Poeciliidae,34.285714285714285,32,8.85693954768014,35,40.51219512195122,38,15.075963853948103,123,2018,11,1,305,4,2018 W44,2018 Nov,0.13,0.2507467532467533,0.5225035100281239,465.86282467532465,54.21412337662337,0.36289285714285713,0.41650162337662333,10.813191489361703,0.0647058823529412,0.25716720779220775,0.7956098437597424,2.2275205574385444,-4.514309768709003,-3.809138395182256,2.850826383741303,10.45006317155288,7.603316034525251,5.037236094693427,8.55679438984641,7.157867210386722,8.511096076731498,1.408149305600529,9.01146534012578,12.287844353377391,0,7.822520161290324,0.0075,0.8706497175141242,0.04203832906473549,0.897553651859048,0.8592436974789918,0.07605042016806725,23.185389610389606,21.5,5.849537987012987
GC,84.25101449,2018-11-01,I. punctatus,70.25,75,10.21028892833107,4,Ictaluridae,70.25,75,10.21028892833107,4,40.51219512195122,38,15.075963853948103,123,2018,11,1,305,4,2018 W44,2018 Nov,0.13,0.2507467532467533,0.5225035100281239,465.86282467532465,54.21412337662337,0.36289285714285713,0.41650162337662333,10.813191489361703,0.0647058823529412,0.25716720779220775,0.7956098437597424,2.2275205574385444,-4.514309768709003,-3.809138395182256,2.850826383741303,10.45006317155288,7.603316034525251,5.037236094693427,8.55679438984641,7.157867210386722,8.511096076731498,1.408149305600529,9.01146534012578,12.287844353377391,0,7.822520161290324,0.0075,0.8706497175141242,0.04203832906473549,0.897553651859048,0.8592436974789918,0.07605042016806725,23.185389610389606,21.5,5.849537987012987
GC,84.25101449,2018-11-01,L. gulosus,55.5,55.5,0.7071067811865476,2,Centrarchidae,42.0625,38.5,15.066387898358302,80,40.51219512195122,38,15.075963853948103,123,2018,11,1,305,4,2018 W44,2018 Nov,0.13,0.2507467532467533,0.5225035100281239,465.86282467532465,54.21412337662337,0.36289285714285713,0.41650162337662333,10.813191489361703,0.0647058823529412,0.25716720779220775,0.7956098437597424,2.2275205574385444,-4.514309768709003,-3.809138395182256,2.850826383741303,10.45006317155288,7.603316034525251,5.037236094693427,8.55679438984641,7.157867210386722,8.511096076731498,1.408149305600529,9.01146534012578,12.287844353377391,0,7.822520161290324,0.0075,0.8706497175141242,0.04203832906473549,0.897553651859048,0.8592436974789918,0.07605042016806725,23.185389610389606,21.5,5.849537987012987
GC,84.25101449,2018-11-01,L. macrochirus,45.03333333333333,43,12.901438928925007,30,Centrarchidae,42.0625,38.5,15.066387898358302,80,40.51219512195122,38,15.075963853948103,123,2018,11,1,305,4,2018 W44,2018 Nov,0.13,0.2507467532467533,0.5225035100281239,465.86282467532465,54.21412337662337,0.36289285714285713,0.41650162337662333,10.813191489361703,0.0647058823529412,0.25716720779220775,0.7956098437597424,2.2275205574385444,-4.514309768709003,-3.809138395182256,2.850826383741303,10.45006317155288,7.603316034525251,5.037236094693427,8.55679438984641,7.157867210386722,8.511096076731498,1.408149305600529,9.01146534012578,12.287844353377391,0,7.822520161290324,0.0075,0.8706497175141242,0.04203832906473549,0.897553651859048,0.8592436974789918,0.07605042016806725,23.185389610389606,21.5,5.849537987012987
GC,84.25101449,2018-11-01,L. megalotis,35.74285714285714,34,12.921352272026915,35,Centrarchidae,42.0625,38.5,15.066387898358302,80,40.51219512195122,38,15.075963853948103,123,2018,11,1,305,4,2018 W44,2018 Nov,0.13,0.2507467532467533,0.5225035100281239,465.86282467532465,54.21412337662337,0.36289285714285713,0.41650162337662333,10.813191489361703,0.0647058823529412,0.25716720779220775,0.7956098437597424,2.2275205574385444,-4.514309768709003,-3.809138395182256,2.850826383741303,10.45006317155288,7.603316034525251,5.037236094693427,8.55679438984641,7.157867210386722,8.511096076731498,1.408149305600529,9.01146534012578,12.287844353377391,0,7.822520161290324,0.0075,0.8706497175141242,0.04203832906473549,0.897553651859048,0.8592436974789918,0.07605042016806725,23.185389610389606,21.5,5.849537987012987
GC,84.25101449,2018-11-01,L. miniatus,50.15384615384615,51,19.480101616119946,13,Centrarchidae,42.0625,38.5,15.066387898358302,80,40.51219512195122,38,15.075963853948103,123,2018,11,1,305,4,2018 W44,2018 Nov,0.13,0.2507467532467533,0.5225035100281239,465.86282467532465,54.21412337662337,0.36289285714285713,0.41650162337662333,10.813191489361703,0.0647058823529412,0.25716720779220775,0.7956098437597424,2.2275205574385444,-4.514309768709003,-3.809138395182256,2.850826383741303,10.45006317155288,7.603316034525251,5.037236094693427,8.55679438984641,7.157867210386722,8.511096076731498,1.408149305600529,9.01146534012578,12.287844353377391,0,7.822520161290324,0.0075,0.8706497175141242,0.04203832906473549,0.897553651859048,0.8592436974789918,0.07605042016806725,23.185389610389606,21.5,5.849537987012987
