site_code,qtr,collection_period,lowest_taxon,is_baseline,dens,dens_b_all,dens_sd20,dens_b_qtr,dens_b_qtr_fill,dens_RR_b_qtr,dens_RR_b_all,dens_LRR_b_qtr,dens_LRR_b_all
MR,4,2017-11-01,L. gulosus,test,0.02012578616352201,0.007446973314950168,0.00528762602063874,0.00726620117210719,0.00726620117210719,0.7447836882723764,0.7267055792254506,-0.2946614540749273,-0.3192338639080076
MR,4,2017-11-01,L. macrochirus,test,0.01788958770090845,0.010692834697487557,0.0037465957756931934,0.00986226727360703,0.00986226727360703,0.4041492502705429,0.3477896145516832,-0.905971037881221,-1.056157537911226
MR,4,2017-11-01,L. megalotis,test,0.01341719077568134,0.015064951030644817,0.016167491567942227,0.00890991238437503,0.00890991238437503,0.2383553291886536,-0.06573961596609142,-1.4339927389126839,-2.7220535524715017
MR,4,2017-11-01,P. latipinna,test,0.33990216631726067,0.06198658618876401,0.06433535249286297,0.14629029789183765,0.14629029789183765,1.2387964642527853,3.8606578647825223,0.21414031494169233,1.3508376002457858
MR,4,2017-12-01,A. mitchilli,test,0.00404040404040404,0,NA,NA,0,0.40404040404040403,0.40404040404040403,-0.9062403960206536,-0.9062403960206536
MR,4,2017-12-01,A. monticola,test,0.00606060606060606,0,NA,NA,0,0.606060606060606,0.606060606060606,-0.5007752879124894,-0.5007752879124894
MR,4,2017-12-01,A. rostrata,test,0.00404040404040404,0.01822091587474316,NA,NA,0.01822091587474316,-0.5024823395979943,-0.5024823395979943,-0.6881947847451274,-0.6881947847451274
MR,4,2017-12-01,A. xenica,test,0.00404040404040404,0,NA,NA,0,0.40404040404040403,0.40404040404040403,-0.9062403960206536,-0.9062403960206536
MR,4,2017-12-01,C. variegatus,test,0.15353535353535352,0,NA,NA,0,15.353535353535353,15.353535353535353,2.731345763705732,2.731345763705732
MR,4,2017-12-01,F. chrysotus,test,0.00404040404040404,0.03780535788216029,NA,0.03780535788216029,0.03780535788216029,-0.7063006185412629,-0.7063006185412629,-0.3477143268190061,-0.3477143268190061
MR,4,2017-12-01,F. grandis,test,0.09292929292929292,0,NA,NA,0,9.292929292929292,9.292929292929292,2.229253819908496,2.229253819908496
MR,4,2017-12-01,G. affinis,test,0.1494949494949495,0.04365306585530675,0.05782650433766713,0.08547298303792761,0.08547298303792761,0.6705767895781418,1.9727089580506063,-0.39961705697437566,0.6794077037674666
MR,4,2017-12-01,H. cyanoguttatus,test,0.01414141414141414,0.009568517317845816,0.0033918093870884698,0.01479340091041054,0.01479340091041054,-0.026296786445405965,0.2336864234163515,-3.638308535651633,-1.453775133192666
MR,4,2017-12-01,L. gulosus,test,0.00606060606060606,0.007446973314950168,0.00528762602063874,0.00726620117210719,0.00726620117210719,-0.06982399309980923,-0.07946176275492678,-2.6617775875941585,-2.532479344661951
MR,4,2017-12-01,L. megalotis,test,0.00808080808080808,0.015064951030644817,0.016167491567942227,0.00890991238437503,0.00890991238437503,-0.04384495743364872,-0.2786417951225123,-3.1270955625883583,-1.2778282105014447
MR,4,2017-12-01,M. beryllina,test,0.00606060606060606,0.00754716981132075,NA,NA,0.00754716981132075,-0.08471814923427806,-0.08471814923427806,-2.4684254236042107,-2.4684254236042107
MR,4,2017-12-01,P. latipinna,test,0.202020202020202,0.06198658618876401,0.06433535249286297,0.14629029789183765,0.14629029789183765,0.3565794222679952,1.9452737411972878,-1.0311982805798787,0.665402708142797
PD,1,2018-02-01,A. melas,test,0.00920598388952819,0,NA,NA,0,0.920598388952819,0.920598388952819,-0.08273139759746513,-0.08273139759746513
PD,1,2018-02-01,F. notatus,test,0.03989259685462217,0.017833751391491286,0.015846159352250075,0.016088732837482148,0.016088732837482148,0.9124193254392403,0.7925214662179608,-0.09165560791147198,-0.23253568688717902
PD,1,2018-02-01,G. affinis,test,0.02761795166858458,0.04234253310777522,0.029107507666035166,0.023631959908024212,0.023631959908024212,0.11851797431553647,-0.28131197641642947,-2.132690647921851,-1.2682909891475869
PD,1,2018-02-01,L. gulosus,test,0.01534330648254699,0.012337664597323291,0.006243639876548965,0.00576576576576576,0.00576576576576576,0.6074897254644097,0.13455488473866073,-0.4984200167262433,-2.0057830982046556
PD,1,2018-02-01,L. macrochirus,test,0.03375527426160337,0.04965818422710261,0.04097952957985172,0.023178464780688544,0.023178464780688544,0.3187853793365098,-0.2665671134904332,-1.1432371946719855,-1.322129234096101
PD,1,2018-02-01,L. megalotis,test,0.07978519370924435,0.022819734161326367,0.013507743925855475,0.03341225002334482,0.03341225002334482,1.0681994980901153,1.7357075248660638,0.06597451905833662,0.5514151255847648
PD,1,2018-02-01,P. latipinna,test,0.00920598388952819,0.01317596848689409,0.008182957550603531,0.00413276507813509,0.00413276507813509,0.3589685941388721,-0.17129746269766072,-1.0245203758279084,-1.7643536858011042
PD,1,2018-03-01,A. melas,test,0.00596569724086502,0,NA,NA,0,0.596569724086502,0.596569724086502,-0.5165591556137522,-0.5165591556137522
PD,1,2018-03-01,F. notatus,test,0.0238627889634601,0.017833751391491286,0.015846159352250075,0.016088732837482148,0.016088732837482148,0.29798519439046217,0.2166088748573028,-1.210711476964469,-1.5296619717675515
PD,1,2018-03-01,G. affinis,test,0.02087994034302759,0.04234253310777522,0.029107507666035166,0.023631959908024212,0.023631959908024212,-0.08182751087128949,-0.41004115564211147,-2.5031417731959786,-0.891497744706574
PD,1,2018-03-01,H. cyanoguttatus,test,0.00596569724086502,0.05661010512678874,0.06601091987209083,0.00826553015627018,0.00826553015627018,-0.1259110956938567,-0.760311183859038,-2.072179210807546,-0.27402747705843583
PD,1,2018-03-01,L. auritus,test,0.0686055182699478,0.0719809942964851,0.08444152254718043,0.03186062233537613,0.03186062233537613,0.8777914394148606,-0.04117388494130553,-0.13034625409401215,-3.189951084249172
PD,1,2018-03-01,L. cyanellus,test,0.01193139448173005,0.042514338685103216,0.036496147685449364,0.027727857257241036,0.027727857257241036,-0.4186949358879691,-0.5823732140427516,-0.8706127008762082,-0.5406437755289916
PD,1,2018-03-01,L. macrochirus,test,0.02087994034302759,0.04965818422710261,0.04097952957985172,0.023178464780688544,0.023178464780688544,-0.06927760078274649,-0.482385514358332,-2.669633646061644,-0.7290116622987671
PD,1,2018-03-01,L. megalotis,test,0.00596569724086502,0.022819734161326367,0.013507743925855475,0.03341225002334482,0.03341225002334482,-0.6322305977626242,-0.5135336208884215,-0.4585010815065361,-0.6664397777774524
PD,1,2018-03-01,M. salmoides,test,0.00894854586129753,0.02839601933781825,0.011170924776640697,NA,0.02839601933781825,-0.5064971268353823,-0.5064971268353823,-0.6802366278951105,-0.6802366278951105
PD,2,2018-04-01,A. melas,test,0.01058726220016542,0,NA,NA,0,1.0587262200165422,1.0587262200165422,0.05706650629886976,0.05706650629886976
PD,2,2018-04-01,F. chrysotus,test,0.03176178660049627,0.01718892939057342,0.0099491028216239091,0.00820137449910746,0.00820137449910746,1.2944303795597492,0.5359849591935516,0.2580707370402999,-0.6236491795111185
PD,2,2018-04-01,F. notatus,test,0.03176178660049627,0.017833751391491286,0.015846159352250075,0.00410068724955373,0.00410068724955373,1.96168448114598,0.5004009345740852,0.6738035333007614,-0.6923456327370779
PD,2,2018-04-01,G. affinis,test,0.06087675765095119,0.04234253310777522,0.029107507666035166,0.0287048107468761,0.0287048107468761,0.8312131304419753,0.3540949098702066,-0.1848690423512751,-1.038190294804631
PD,2,2018-04-01,L. auritus,test,0.00529363110008271,0.0719809942964851,0.08444152254718043,0.00410068724955373,0.00410068724955373,0.08460182325983694,-0.8134490654654281,-2.469799461067475,-0.20647196588073946
PD,2,2018-04-01,L. cyanellus,test,0.01588089330024813,0.042514338685103216,0.036496147685449364,0.06151030874330594,0.06151030874330594,-0.638081645079307,-0.507165205765225,-0.44928903348111177,-0.6789184788328644
PD,2,2018-04-01,L. macrochirus,test,0.01058726220016542,0.04965818422710261,0.04097952957985172,0.05330893424419848,0.05330893424419848,-0.6748126872463976,-0.6549130271582644,-0.39332012699566826,-0.42325283512780526
PD,2,2018-04-01,L. megalotis,test,0.00529363110008271,0.022819734161326367,0.013507743925855475,NA,0.022819734161326367,-0.5340111219394278,-0.5340111219394278,-0.627338612636909,-0.627338612636909
PD,2,2018-04-01,L. oculatus,test,0.00529363110008271,0.004910826983511985,0.0011003456989498567,NA,0.004910826983511985,0.02567289641238684,0.02567289641238684,-3.662319457881936,-3.662319457881936
PD,2,2018-05-01,F. notatus,test,0.04063492063492063,0.017833751391491286,0.015846159352250075,0.00410068724955373,0.00410068724955373,2.5909540959801918,0.8191913810942353,0.9520261847036906,-0.19943754587744222
PD,2,2018-05-01,G. affinis,test,0.13883597883597884,0.04234253310777522,0.029107507666035166,0.0287048107468761,0.0287048107468761,2.8454129076962746,1.8434997314616017,1.045708191562686,0.6116657930243552
PD,2,2018-05-01,H. cyanoguttatus,test,0.00338624338624338,0.05661010512678874,0.06601091987209083,0.01230206174866118,0.01230206174866118,-0.39977552133506344,-0.799035846576681,-0.9168520860662829,-0.2243494699210072
PD,2,2018-05-01,L. gulosus,test,0.00338624338624338,0.012337664597323291,0.006243639876548965,0.01435240537343805,0.01435240537343805,-0.45031124519452254,-0.40073218809779043,-0.7978162793137104,-0.9144619348987353
PD,2,2018-06-01,A. melas,test,0.008130081300813,0,NA,NA,0,0.8130081300813,0.8130081300813,-0.2070141693843271,-0.2070141693843271
PD,2,2018-06-01,F. chrysotus,test,0.02032520325203252,0.01718892939057342,0.0099491028216239091,0.00820137449910746,0.00820137449910746,0.666094132260153,0.11535113488309941,-0.406324278699307,-2.1597744558056635
PD,2,2018-06-01,F. notatus,test,0.02032520325203252,0.017833751391491286,0.015846159352250075,0.00410068724955373,0.00410068724955373,1.150618811362707,0.08951189602501318,0.14029989449010613,-2.413383746053346
PD,2,2018-06-01,G. affinis,test,0.23577235772357727,0.04234253310777522,0.029107507666035166,0.0287048107468761,0.0287048107468761,5.349917567893385,3.695461666280515,1.6770811529188174,1.3071054901083692
PD,2,2018-06-01,H. cyanoguttatus,test,0.01219512195121951,0.05661010512678874,0.06601091987209083,0.01230206174866118,0.01230206174866118,-0.004795063283693494,-0.6667904680682865,-5.340168372883254,-0.4052794232462358
PD,2,2018-06-01,L. auritus,test,0.11382113821138212,0.0719809942964851,0.08444152254718043,0.00410068724955373,0.00410068724955373,7.781213001891161,0.5103639480582745,2.0517122388766373,-0.6726311841283678
PD,2,2018-06-01,L. cyanellus,test,0.02032520325203252,0.042514338685103216,0.036496147685449364,0.06151030874330594,0.06151030874330594,-0.5759324244999675,-0.4225347969461359,-0.5517649437450536,-0.8614834759404525
PD,2,2018-06-01,L. gulosus,test,0.008130081300813,0.012337664597323291,0.006243639876548965,0.01435240537343805,0.01435240537343805,-0.25551168261234425,-0.18836272154495878,-1.364487145873558,-1.669385805075791
PD,2,2018-06-01,L. macrochirus,test,0.02845528455284553,0.04965818422710261,0.04097952957985172,0.05330893424419848,0.05330893424419848,-0.3925772876776945,-0.35540638638184763,-0.9350218498634052,-1.0344933938624075
PD,2,2018-06-01,L. microlophus,test,0.008130081300813,0.009342478677665815,0.004321577218665189,NA,0.009342478677665815,-0.0626805590460717,-0.0626805590460717,-2.769703942483809,-2.769703942483809
PD,2,2018-06-01,M. salmoides,test,0.02439024390243903,0.02839601933781825,0.011170924776640697,0.01845309262299178,0.01845309262299178,0.20866453281952482,-0.10432788357916374,-1.5670274227069487,-2.260216612539863
PD,2,2018-06-01,P. latipinna,test,0.02032520325203252,0.01317596848689409,0.008182957550603531,0.00820137449910746,0.00820137449910746,0.666094132260153,0.3084762032353163,-0.406324278699307,-1.1761105756125014
PD,3,2018-08-01,A. melas,test,0.01734981565820863,0,NA,NA,0,1.7349815658208632,1.7349815658208632,0.55099678845526745,0.55099678845526745
PD,3,2018-08-01,A. natalis,test,0.00693992626328345,0.01134751773049645,NA,0.01134751773049645,0.01134751773049645,-0.20646857039104088,-0.20646857039104088,-1.5776070796610429,-1.5776070796610429
PD,3,2018-08-01,C. carpio,test,0.00693992626328345,0.00532957458521508,0.0010944012313894433,NA,0.00532957458521508,0.10504868671447064,0.10504868671447064,-2.253331353297396,-2.253331353297396
PD,3,2018-08-01,F. chrysotus,test,0.03816959444805899,0.01718892939057342,0.0099491028216239091,0.018899393753815337,0.018899393753815337,0.6668029391343052,0.7716620524513812,-0.4052607202953187,-0.25920858069243624
PD,3,2018-08-01,F. notatus,test,0.05551941010626762,0.017833751391491286,0.015846159352250075,0.033390242544774976,0.033390242544774976,0.510003315576244,1.3539554257244946,-0.6733380521550076,0.3030302535083817
PD,3,2018-08-01,G. affinis,test,0.11103882021253524,0.04234253310777522,0.029107507666035166,0.058576298419516684,0.058576298419516684,0.76502411185973,1.312437190674586,-0.2678479268814184,0.27188585961444295
PD,3,2018-08-01,H. cyanoguttatus,test,0.03469963131641726,0.05661010512678874,0.06601091987209083,0.12270813353117285,0.12270813353117285,-0.6631733856318804,-0.32893618421208126,-0.4107188061956631,-1.1118915159914162
PD,3,2018-08-01,L. auritus,test,0.08674907829104316,0.0719809942964851,0.08444152254718043,0.19071442513207906,0.19071442513207906,-0.5179764572108958,0.180140337663497,-0.6578254871553243,-1.7140190781778863
PD,3,2018-08-01,L. gulosus,test,0.01734981565820863,0.012337664597323291,0.006243639876548965,0.017940631479261886,0.017940631479261886,-0.021145399719822735,0.22438115851582544,-3.856332904484988,-1.4944090726919756
PD,3,2018-08-01,L. macrochirus,test,0.07633918889611797,0.04965818422710261,0.04097952957985172,0.10384814716839375,0.10384814716839375,-0.24162851092857088,0.44723125610809705,-1.420353811073659,-0.8046794666764493
PD,3,2018-08-01,L. megalotis,test,0.00693992626328345,0.022819734161326367,0.013507743925855475,0.01510375204663777,0.01510375204663777,-0.3252034105574162,-0.48384937610966794,-1.1233044137945452,-0.725981627085245
PD,3,2018-08-01,L. oculatus,test,0.00693992626328345,0.004910826983511985,0.0011003456989498567,NA,0.004910826983511985,0.13608227645691226,0.13608227645691226,-1.9944956022211675,-1.9944956022211675
PD,3,2018-08-01,M. salmoides,test,0.05551941010626762,0.02839601933781825,0.011170924776640697,0.036187714586362836,0.036187714586362836,0.41854626696798214,0.706411530054995,-0.8709678408789754,-0.34755730755068565
PD,3,2018-08-01,P. latipinna,test,0.02775970505313381,0.01317596848689409,0.008182957550603531,0.021083962539725068,0.021083962539725068,0.21476484875045104,0.6292611493015602,-1.5382115761521329,-0.4632089267262867
PD,4,2017-10-01,A. melas,test,0.01249024199843872,0,NA,NA,0,1.249024199843872,1.249024199843872,0.2223626063311384,0.2223626063311384
PD,4,2017-10-01,F. notatus,test,0.00499609679937548,0.017833751391491286,0.015846159352250075,0.00568888888888888,0.00568888888888888,-0.04415813601714305,-0.4612261714761254,-3.1199780876608783,-0.7738667457182307
PD,4,2017-10-01,G. affinis,test,0.00999219359875097,0.04234253310777522,0.029107507666035166,0.07964444444444445,0.07964444444444445,-0.7769834625821037,-0.6180507053874084,-0.2523362125191065,-0.4811847773377219
PD,4,2017-10-01,H. cyanoguttatus,test,0.00499609679937548,0.05661010512678874,0.06601091987209083,0.01706666666666666,0.01706666666666666,-0.4459570148013983,-0.7748675404305215,-0.8075327109759248,-0.2550631798100418
PD,4,2017-10-01,L. auritus,test,0.04996096799375488,0.0719809942964851,0.08444152254718043,0.02275555555555555,0.02275555555555555,0.830558724368365,-0.2685991612042979,-0.18565664277373278,-1.314535117741145
PD,4,2017-10-01,L. cyanellus,test,0.02498048399687744,0.042514338685103216,0.036496147685449364,0.01137777777777777,0.01137777777777777,0.6363012264651615,-0.3338869940525333,-0.45208320125010204,-1.0969526844158006
PD,4,2017-10-01,L. macrochirus,test,0.02248243559718969,0.04965818422710261,0.04097952957985172,0.01706666666666666,0.01706666666666666,0.2000899851178459,-0.455524233296511,-1.6089880880310392,-0.7863063621681622
PD,4,2017-10-01,L. megalotis,test,0.00999219359875097,0.022819734161326367,0.013507743925855475,0.01706666666666666,0.01706666666666666,-0.2613721576816142,-0.3908483993051633,-1.3418099957769656,-0.939435519744004
PD,4,2017-10-01,M. salmoides,test,0.01249024199843872,0.02839601933781825,0.011170924776640697,0.02275555555555555,0.02275555555555555,-0.31339152650628044,-0.41425589458730944,-1.160301986738174,-0.8812713932358239
PD,4,2017-11-01,F. notatus,test,0.0202020202020202,0.017833751391491286,0.015846159352250075,0.00568888888888888,0.00568888888888888,0.9250579448879742,0.08508622417504558,-0.07789890030957601,-2.4640901345905504
PD,4,2017-11-01,G. affinis,test,0.03787878787878788,0.04234253310777522,0.029107507666035166,0.07964444444444445,0.07964444444444445,-0.46590345697931224,-0.08527950337818622,-0.7637768401840975,-2.4618211420080804
PD,4,2017-11-01,H. cyanoguttatus,test,0.00757575757575757,0.05661010512678874,0.06601091987209083,0.01706666666666666,0.01706666666666666,-0.3506493506493507,-0.7361397712508776,-1.0479685558493546,-0.3063352716923685
PD,4,2017-11-01,L. auritus,test,0.03787878787878788,0.0719809942964851,0.08444152254718043,0.02275555555555555,0.02275555555555555,0.461699765634637,-0.41597697991276184,-0.7728404570832776,-0.8771253570001768
PD,4,2017-11-01,L. macrochirus,test,0.01515151515151515,0.04965818422710261,0.04097952957985172,0.01706666666666666,0.01706666666666666,-0.07075682937751887,-0.5784062911507645,-2.648506218813193,-0.5474787313800599
PD,4,2017-11-01,L. microlophus,test,0.01515151515151515,0.009342478677665815,0.004321577218665189,NA,0.009342478677665815,0.3003253394073458,0.3003253394073458,-1.2028889272418288,-1.2028889272418288
PD,4,2017-11-01,L. oculatus,test,0.00505050505050505,0.004910826983511985,0.0011003456989498567,0.00568888888888888,0.00568888888888888,-0.04069018799896933,0.00936756003858927,-3.2017682967047136,-4.670502618073387
PD,4,2017-11-01,M. salmoides,test,0.00757575757575757,0.02839601933781825,0.011170924776640697,0.02275555555555555,0.02275555555555555,-0.46342666831133594,-0.5422505280789282,-0.7691071194137381,-0.6120271554094622
PD,4,2017-12-01,F. notatus,test,0.07123897593972087,0.017833751391491286,0.015846159352250075,0.00568888888888888,0.00568888888888888,4.178121695874562,1.918721763267435,1.4298617904924955,0.651659216032674
PD,4,2017-12-01,G. affinis,test,0.10137854268344892,0.04234253310777522,0.029107507666035166,0.07964444444444445,0.07964444444444445,0.24244779889816595,1.1278783442543059,-1.4169688540524525,0.12033829642116597
PD,4,2017-12-01,H. cyanoguttatus,test,0.02465964551759568,0.05661010512678874,0.06601091987209083,0.01706666666666666,0.01706666666666666,0.2805287752806288,-0.4796638520293142,-1.2710789736102452,-0.7346697286828452
PD,4,2017-12-01,L. auritus,test,0.00547992122613237,0.0719809942964851,0.08444152254718043,0.02275555555555555,0.02275555555555555,-0.5274108173840185,-0.811176707980034,-0.6397754944958602,-0.20926935959980997
PD,4,2017-12-01,L. cyanellus,test,0.07397893655278705,0.042514338685103216,0.036496147685449364,0.01137777777777777,0.01137777777777777,2.9283286329266307,0.5991620318473022,1.07443182782224,-0.5122232135275747
PD,4,2017-12-01,L. gulosus,test,0.01917972429146331,0.012337664597323291,0.006243639876548965,0.00568888888888888,0.00568888888888888,0.8598974406740081,0.30630147857802015,-0.1509421518762533,-1.1831854379333147
PD,4,2017-12-01,L. macrochirus,test,0.06575905471358849,0.04965818422710261,0.04097952957985172,0.01706666666666666,0.01706666666666666,1.7989798539503141,0.26988535931958996,0.5872197564344943,-1.3097580052624205
PD,4,2017-12-01,L. megalotis,test,0.09863858207038274,0.022819734161326367,0.013507743925855475,0.01706666666666666,0.01706666666666666,3.013740716886063,2.310160330256382,1.103182070255016,0.83731692916254
PD,4,2017-12-01,M. salmoides,test,0.01643976367839712,0.02839601933781825,0.011170924776640697,0.02275555555555555,0.02275555555555555,-0.19281589855639716,-0.31139310443165624,-1.646019438813344,-1.1666991635921677
PD,4,2017-12-01,P. latipinna,test,0.01095984245226474,0.01317596848689409,0.008182957550603531,0.01137777777777777,0.01137777777777777,-0.019549989239174972,-0.09562172281527564,-3.9347805429767466,-2.3473552586355124
PL,1,2018-02-01,A. natalis,test,0.03902439024390244,0.028725653822118988,0.021367719950622803,0.00952380952380952,0.00952380952380952,1.5110053539559791,0.26594093076102193,0.41277522660396704,-1.3244810596686665
PL,1,2018-02-01,C. lutrensis,test,0.9105691056910568,0.22399025320997834,0.23871858270294083,0.1504089056645059,0.1504089056645059,4.738890255983795,2.934219879085971,1.555802985085698,1.0764416186598904
PL,1,2018-02-01,G. affinis,test,1.9382113821138212,0.15617613376313402,0.11210751965138493,0.21585204635175917,0.21585204635175917,7.626051495143543,10.72377367312435,2.031570213988438,2.372463115444212
PL,1,2018-02-01,L. cyanellus,test,0.05203252032520325,0.061749286406090335,0.075054443863754,0.02757036186099942,0.02757036186099942,0.6511025513863152,-0.13542665812579133,-0.42908812016872266,-1.9993250536453706
PL,1,2018-02-01,L. gulosus,test,0.06504065040650407,0.015108543326055107,0.009790047192535465,0.018936389413126913,0.018936389413126913,1.593296949911176,1.9886500953894235,0.4658054227907565,0.6874560645315775
PL,1,2018-02-01,L. macrochirus,test,0.05203252032520325,0.041733330983482246,0.029413824787131407,0.012531568246674504,0.012531568246674504,1.7531381591407338,0.19908227724616065,0.5614074158059849,-1.6140370862076958
PL,1,2018-02-01,L. megalotis,test,1.8905149051490515,0.3207241391868702,0.20869043043295654,0.20159186017887915,0.20159186017887915,7.981984956993911,4.746526122410426,2.0771871220086187,1.5574130078346162
PL,1,2018-02-01,P. latipinna,test,0.01300813008130081,0.40560392719831656,0.5843781591141757,0.3553513306528815,0.3553513306528815,-0.9370246440865964,-0.944639286167472,-0.06504569603665047,-0.05695213211663368
PL,1,2018-03-01,A. monticola,test,0.0043010752688172,0,NA,NA,0,0.43010752688172,0.43010752688172,-0.8437200390393207,-0.8437200390393207
PL,1,2018-03-01,C. lutrensis,test,0.2623655913978495,0.22399025320997834,0.23871858270294083,0.1504089056645059,0.1504089056645059,0.6979455739664492,0.16400400299338047,-0.3596141535200167,-1.8078644429595987
PL,1,2018-03-01,G. affinis,test,0.0043010752688172,0.15617613376313402,0.11210751965138493,0.21585204635175917,0.21585204635175917,-0.9366794523236525,-0.913940257575123,-0.0654141552480175,-0.08999007336765354
PL,1,2018-03-01,I. punctatus,test,0.0043010752688172,0.008345991953610219,0.0015075446493252218,0.00919012062033314,0.00919012062033314,-0.25476887030796924,-0.22047958458834055,-1.36739853579351,-1.5119501752826179
PL,1,2018-03-01,L. cyanellus,test,0.0043010752688172,0.061749286406090335,0.075054443863754,0.02757036186099942,0.02757036186099942,-0.6193522084847768,-0.8006798954365172,-0.4790811721777152,-0.22229404295298955
PL,1,2018-03-01,L. gulosus,test,0.0043010752688172,0.015108543326055107,0.009790047192535465,0.018936389413126913,0.018936389413126913,-0.5057754074069256,-0.43042991052463836,-0.6816625671087757,-0.8429707778358291
PL,1,2018-03-01,L. megalotis,test,0.03870967741935484,0.3207241391868702,0.20869043043295654,0.20159186017887915,0.20159186017887915,-0.7697941812214524,-0.8527181065793561,-0.26163209697964546,-0.1593262590519852
PL,1,2018-03-01,P. latipinna,test,0.01720430107526881,0.40560392719831656,0.5843781591141757,0.3553513306528815,0.3553513306528815,-0.9255393403750444,-0.9345427237450343,-0.07737864071364775,-0.06769793483832719
PL,1,2018-03-01,T. maculatus,test,0.0043010752688172,0.021705459401157364,0.016171671933545483,NA,0.021705459401157364,-0.5489396608996886,-0.5489396608996886,-0.5997667507993966,-0.5997667507993966
PL,2,2018-04-01,A. monticola,test,0.34374307862679954,0,NA,NA,0,34.374307862679956,34.374307862679956,3.5373094208801694,3.5373094208801694
PL,2,2018-04-01,A. natalis,test,0.02834994462901439,0.028725653822118988,0.021367719950622803,0.06299039002862127,0.06299039002862127,-0.47458912585647967,-0.009701816651834094,-0.745305847471198,-4.635442127313965
PL,2,2018-04-01,C. lutrensis,test,1.9915836101882616,0.22399025320997834,0.23871858270294083,0.46760489055908544,0.46760489055908544,3.190877542826672,7.55413241675532,1.160295970761138,2.0220947534926403
PL,2,2018-04-01,F. chrysotus,test,0.01417497231450719,0,NA,NA,0,1.417497231450719,1.417497231450719,0.3488928034966769,0.3488928034966769
PL,2,2018-04-01,G. affinis,test,0.7937984496124031,0.15617613376313402,0.11210751965138493,0.1363638580694402,0.1363638580694402,4.491782330792706,3.8370270231351644,1.5022495786212386,1.344697854016967
PL,2,2018-04-01,L. auritus,test,0.19136212624584717,0.03149519501431063,NA,0.03149519501431063,0.03149519501431063,3.8526612822617774,3.8526612822617774,1.3487641516477953,1.3487641516477953
PL,2,2018-04-01,L. cyanellus,test,0.02834994462901439,0.061749286406090335,0.075054443863754,0.20786828709445015,0.20786828709445015,-0.823976471562431,-0.4655006823070074,-0.1936133034094251,-0.764641716515268
PL,2,2018-04-01,L. gulosus,test,0.05669988925802879,0.015108543326055107,0.009790047192535465,0.015677483707247614,0.015677483707247614,1.5976022424347744,1.6564619218198289,0.4685039067456581,0.5046839553640122
PL,2,2018-04-01,L. macrochirus,test,0.1382059800664452,0.041733330983482246,0.029413824787131407,0.07337346804081894,0.07337346804081894,0.7776156317964943,1.864806445843693,-0.2515229234190143,0.6231572653205734
PL,2,2018-04-01,L. megalotis,test,0.6839424141749724,0.3207241391868702,0.20869043043295654,0.3013630628950325,0.3013630628950325,1.2287242671713952,1.0982514789550082,0.2059764499782743,0.09371935051979093
PL,2,2018-04-01,P. latipinna,test,0.0425249169435216,0.40560392719831656,0.5843781591141757,0.04724279252146595,0.04724279252146595,-0.08241868312373404,-0.8736178522238603,-2.4959431308291258,-0.13511223896235772
PL,2,2018-05-01,A. monticola,test,0.10274372446001168,0,NA,NA,0,10.274372446001168,10.274372446001168,2.329652682702123,2.329652682702123
PL,2,2018-05-01,A. natalis,test,0.01401050788091068,0.028725653822118988,0.021367719950622803,0.06299039002862127,0.06299039002862127,-0.6710456284519704,-0.3799844415487554,-0.398918143648819,-0.967624970392654
PL,2,2018-05-01,C. lutrensis,test,0.14944541739638062,0.22399025320997834,0.23871858270294083,0.46760489055908544,0.46760489055908544,-0.6661562296614395,-0.3185809442528472,-0.40623105687988575,-1.1438786941773942
PL,2,2018-05-01,G. affinis,test,0.36427320490367776,0.15617613376313402,0.11210751965138493,0.1363638580694402,0.1363638580694402,1.5571422470027352,1.2522680990831296,0.4428522483466021,0.22495638640179444
PL,2,2018-05-01,L. auritus,test,0.01401050788091068,0.03149519501431063,NA,0.03149519501431063,0.03149519501431063,-0.42136654924431444,-0.42136654924431444,-0.8642521608190187,-0.8642521608190187
PL,2,2018-05-01,L. cyanellus,test,0.01401050788091068,0.061749286406090335,0.075054443863754,0.20786828709445015,0.20786828709445015,-0.8897934701689665,-0.6653554469515591,-0.11676589917503419,-0.40743387443003004
PL,2,2018-05-01,L. gulosus,test,0.00934033858727378,0.015108543326055107,0.009790047192535465,0.015677483707247614,0.015677483707247614,-0.24679774670386173,-0.22973075992009728,-1.399186117041766,-1.4708472647999378
PL,2,2018-05-01,L. macrochirus,test,0.00934033858727378,0.041733330983482246,0.029413824787131407,0.07337346804081894,0.07337346804081894,-0.7680276586574891,-0.626153231976327,-0.26392953260601004,-0.4681601583207567
PL,2,2018-05-01,L. megalotis,test,0.11675423234092236,0.3207241391868702,0.20869043043295654,0.3013630628950325,0.3013630628950325,-0.5929053653237794,-0.6167372824597421,-0.5227204790202009,-0.4833121440370068
PL,2,2018-05-01,P. latipinna,test,0.00934033858727378,0.40560392719831656,0.5843781591141757,0.04724279252146595,0.04724279252146595,-0.6621349564659832,-0.9534644951079949,-0.4122858820910154,-0.047653091018808956
PL,2,2018-06-01,A. monticola,test,0.4268943436499467,0,NA,NA,0,42.68943436499467,42.68943436499467,3.7539514508576515,3.7539514508576515
PL,2,2018-06-01,A. natalis,test,0.03415154749199573,0.028725653822118988,0.021367719950622803,0.06299039002862127,0.06299039002862127,-0.3951046504247633,0.14011109263125288,-0.9286046113866215,-1.965319652247755
